person_age,age_band,person_income,income_band,person_home_ownership,person_emp_length,employment_category,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,loan_to_income_pct,cb_person_default_on_file,cb_person_cred_hist_length,exposure_at_default,loss_given_default
41,Middle_Age,70000,Medium_Income,MORTGAGE,2,New_Employee,EDUCATION,E,14000,16.7,0,0.2,20.00,Y,13,14000,0.60
36,Adult,70000,Medium_Income,MORTGAGE,0,New_Employee,VENTURE,C,6000,13.79,0,0.09,8.57,N,15,6000,0.60
42,Middle_Age,40000,Medium_Income,RENT,0,New_Employee,PERSONAL,D,10000,16,1,0.25,25.00,N,12,10000,0.60
36,Adult,46000,Medium_Income,RENT,2,New_Employee,DEBTCONSOLIDATION,C,10000,12.53,0,0.22,21.74,N,14,10000,0.60
41,Middle_Age,70000,Medium_Income,MORTGAGE,12,Senior_Employee,DEBTCONSOLIDATION,B,20800,12.21,0,0.3,29.71,N,11,20800,0.60
42,Middle_Age,30000,Medium_Income,RENT,0,New_Employee,DEBTCONSOLIDATION,A,4200,7.49,0,0.14,14.00,N,13,4200,0.60
36,Adult,70000,Medium_Income,MORTGAGE,11,Senior_Employee,PERSONAL,C,25000,12.84,0,0.36,35.71,Y,16,25000,0.60
37,Adult,70000,Medium_Income,MORTGAGE,7,Mid_Employee,MEDICAL,B,25000,9.76,0,0.36,35.71,N,12,25000,0.60
42,Middle_Age,70000,Medium_Income,MORTGAGE,3,Junior_Employee,MEDICAL,B,2825,9.64,0,0.04,4.04,N,17,2825,0.60
40,Adult,70032,High_Income,MORTGAGE,14,Senior_Employee,EDUCATION,B,14000,9.99,0,0.2,19.99,N,14,14000,0.60
42,Middle_Age,42000,Medium_Income,RENT,2,New_Employee,PERSONAL,C,4200,13.35,0,0.1,10.00,N,17,4200,0.60
37,Adult,43000,Medium_Income,RENT,1,New_Employee,VENTURE,C,4200,13.49,0,0.1,9.77,Y,14,4200,0.60
37,Adult,48000,Medium_Income,RENT,6,Mid_Employee,PERSONAL,B,4200,10.59,0,0.09,8.75,N,14,4200,0.60
41,Middle_Age,70800,High_Income,MORTGAGE,25,Senior_Employee,PERSONAL,A,12000,6.62,0,0.17,16.95,N,11,12000,0.60
42,Middle_Age,50426,Medium_Income,RENT,0,New_Employee,PERSONAL,A,4200,7.49,0,0.08,8.33,N,11,4200,0.60
41,Middle_Age,55000,Medium_Income,RENT,4,Junior_Employee,HOMEIMPROVEMENT,B,4200,12.69,0,0.08,7.64,N,16,4200,0.60
37,Adult,71000,High_Income,MORTGAGE,11,Senior_Employee,DEBTCONSOLIDATION,B,11200,12.42,0,0.16,15.77,N,11,11200,0.60
40,Adult,71000,High_Income,MORTGAGE,5,Junior_Employee,EDUCATION,E,7000,15.38,0,0.1,9.86,Y,12,7000,0.60
36,Adult,65028,Medium_Income,MORTGAGE,4,Junior_Employee,EDUCATION,D,10000,15.95,1,0.15,15.38,N,14,10000,0.60
41,Middle_Age,47508,Medium_Income,RENT,3,Junior_Employee,DEBTCONSOLIDATION,B,10000,10.74,0,0.21,21.05,N,16,10000,0.60
41,Middle_Age,72000,High_Income,OWN,1,New_Employee,HOMEIMPROVEMENT,C,10000,13.49,0,0.14,13.89,N,11,10000,0.60
42,Middle_Age,72000,High_Income,MORTGAGE,20,Senior_Employee,HOMEIMPROVEMENT,A,8400,6.62,0,0.12,11.67,N,11,8400,0.60
38,Adult,72000,High_Income,MORTGAGE,10,Mid_Employee,EDUCATION,C,15000,13.49,0,0.21,20.83,N,17,15000,0.60
49,Middle_Age,72000,High_Income,MORTGAGE,2,New_Employee,VENTURE,A,14825,6.03,0,0.21,20.59,N,12,14825,0.60
45,Middle_Age,48000,Medium_Income,RENT,2,New_Employee,DEBTCONSOLIDATION,B,10000,11.86,0,0.21,20.83,N,16,10000,0.60
39,Adult,48000,Medium_Income,RENT,0,New_Employee,VENTURE,C,10000,13.22,0,0.21,20.83,N,16,10000,0.60
36,Adult,72000,High_Income,MORTGAGE,8,Mid_Employee,MEDICAL,A,3500,6.99,0,0.05,4.86,N,13,3500,0.60
37,Adult,72000,High_Income,MORTGAGE,12,Senior_Employee,VENTURE,A,5600,5.42,0,0.08,7.78,N,15,5600,0.60
43,Middle_Age,72000,High_Income,MORTGAGE,9,Mid_Employee,DEBTCONSOLIDATION,A,5050,6.99,0,0.07,7.01,N,16,5050,0.60
36,Adult,48450,Medium_Income,RENT,2,New_Employee,DEBTCONSOLIDATION,C,10000,13.61,0,0.21,20.64,N,15,10000,0.60
41,Middle_Age,42600,Medium_Income,RENT,0,New_Employee,VENTURE,D,10000,15.62,1,0.23,23.47,Y,12,10000,0.60
39,Adult,66000,Medium_Income,MORTGAGE,21,Senior_Employee,HOMEIMPROVEMENT,E,2000,18.39,1,0.03,3.03,N,12,2000,0.60
37,Adult,49500,Medium_Income,RENT,0,New_Employee,MEDICAL,A,10000,7.66,0,0.2,20.20,N,14,10000,0.60
38,Adult,56100,Medium_Income,MORTGAGE,4,Junior_Employee,MEDICAL,C,6100,14.79,1,0.09,10.87,Y,14,6100,0.60
38,Adult,72000,High_Income,MORTGAGE,8,Mid_Employee,DEBTCONSOLIDATION,A,6000,5.99,0,0.08,8.33,N,11,6000,0.60
36,Adult,72000,High_Income,MORTGAGE,3,Junior_Employee,EDUCATION,A,8000,6.92,0,0.11,11.11,N,12,8000,0.60
39,Adult,72000,High_Income,MORTGAGE,9,Mid_Employee,DEBTCONSOLIDATION,B,15000,11.86,0,0.21,20.83,N,15,15000,0.60
50,Middle_Age,72000,High_Income,MORTGAGE,13,Senior_Employee,MEDICAL,B,8000,11.49,0,0.11,11.11,N,14,8000,0.60
36,Adult,72000,High_Income,MORTGAGE,14,Senior_Employee,VENTURE,A,2500,7.51,0,0.03,3.47,N,14,2500,0.60
48,Middle_Age,50000,Medium_Income,RENT,18,Senior_Employee,HOMEIMPROVEMENT,A,10000,9.63,0,0.2,20.00,N,14,10000,0.60
42,Middle_Age,72000,High_Income,MORTGAGE,25,Senior_Employee,DEBTCONSOLIDATION,A,10000,7.14,0,0.14,13.89,N,13,10000,0.60
36,Adult,72000,High_Income,OWN,5,Junior_Employee,VENTURE,B,6000,11.36,0,0.08,8.33,N,17,6000,0.60
39,Adult,56100,Medium_Income,MORTGAGE,23,Senior_Employee,MEDICAL,D,8000,16.07,1,0.12,14.26,N,14,8000,0.60
40,Adult,72000,High_Income,MORTGAGE,18,Senior_Employee,DEBTCONSOLIDATION,A,14500,7.88,0,0.2,20.14,N,12,14500,0.60
37,Adult,51000,Medium_Income,RENT,11,Senior_Employee,PERSONAL,B,10000,12.69,0,0.2,19.61,N,15,10000,0.60
48,Middle_Age,72000,High_Income,MORTGAGE,5,Junior_Employee,HOMEIMPROVEMENT,D,7000,14.96,0,0.1,9.72,Y,17,7000,0.60
37,Adult,72000,High_Income,MORTGAGE,9,Mid_Employee,EDUCATION,C,1600,13.92,0,0.02,2.22,Y,16,1600,0.60
38,Adult,72000,High_Income,MORTGAGE,2,New_Employee,PERSONAL,B,8000,12.21,0,0.11,11.11,N,14,8000,0.60
37,Adult,52000,Medium_Income,RENT,21,Senior_Employee,HOMEIMPROVEMENT,B,10000,11.71,0,0.19,19.23,N,14,10000,0.60
38,Adult,72000,High_Income,MORTGAGE,8,Mid_Employee,HOMEIMPROVEMENT,D,5000,12.92,0,0.07,6.94,N,16,5000,0.60
44,Middle_Age,72061,High_Income,MORTGAGE,8,Mid_Employee,VENTURE,C,4200,14.17,0,0.06,5.83,Y,14,4200,0.60
41,Middle_Age,54000,Medium_Income,RENT,5,Junior_Employee,MEDICAL,C,10000,13.23,0,0.19,18.52,Y,17,10000,0.60
43,Middle_Age,72800,High_Income,MORTGAGE,7,Mid_Employee,HOMEIMPROVEMENT,C,20000,12.84,0,0.27,27.47,Y,12,20000,0.60
37,Adult,72800,High_Income,MORTGAGE,0,New_Employee,EDUCATION,B,23000,11.58,0,0.32,31.59,N,17,23000,0.60
36,Adult,54996,Medium_Income,RENT,4,Junior_Employee,MEDICAL,C,10000,13.47,0,0.18,18.18,N,13,10000,0.60
37,Adult,73000,High_Income,MORTGAGE,4,Junior_Employee,DEBTCONSOLIDATION,A,5000,5.99,0,0.07,6.85,N,15,5000,0.60
39,Adult,55000,Medium_Income,RENT,3,Junior_Employee,VENTURE,B,10000,10.99,0,0.18,18.18,N,13,10000,0.60
48,Middle_Age,73000,High_Income,MORTGAGE,14,Senior_Employee,VENTURE,A,10000,7.29,0,0.14,13.70,N,12,10000,0.60
39,Adult,73000,High_Income,MORTGAGE,3,Junior_Employee,VENTURE,A,10000,7.51,0,0.14,13.70,N,14,10000,0.60
42,Middle_Age,55000,Medium_Income,RENT,1,New_Employee,EDUCATION,C,10000,13.79,0,0.18,18.18,Y,13,10000,0.60
39,Adult,56000,Medium_Income,RENT,16,Senior_Employee,DEBTCONSOLIDATION,C,10000,13.06,0,0.18,17.86,N,11,10000,0.60
41,Middle_Age,56448,Medium_Income,RENT,5,Junior_Employee,VENTURE,B,10000,9.99,0,0.18,17.72,N,17,10000,0.60
44,Middle_Age,73500,High_Income,OWN,2,New_Employee,VENTURE,B,20000,12.18,0,0.27,27.21,N,17,20000,0.60
43,Middle_Age,74000,High_Income,MORTGAGE,5,Junior_Employee,MEDICAL,B,11000,9.91,0,0.15,14.86,N,15,11000,0.60
37,Adult,74000,High_Income,MORTGAGE,8,Mid_Employee,EDUCATION,A,12000,7.51,0,0.16,16.22,N,17,12000,0.60
46,Middle_Age,54000,Medium_Income,RENT,8,Mid_Employee,PERSONAL,B,10000,11.71,1,0.19,18.52,N,15,10000,0.60
46,Middle_Age,74000,High_Income,MORTGAGE,18,Senior_Employee,VENTURE,C,20000,12.68,0,0.27,27.03,Y,16,20000,0.60
50,Middle_Age,60000,Medium_Income,RENT,13,Senior_Employee,VENTURE,C,10000,13.49,0,0.17,16.67,N,12,10000,0.60
36,Adult,74000,High_Income,MORTGAGE,9,Mid_Employee,EDUCATION,B,1500,10.62,0,0.02,2.03,N,16,1500,0.60
37,Adult,60000,Medium_Income,RENT,7,Mid_Employee,HOMEIMPROVEMENT,A,10000,7.51,0,0.17,16.67,N,11,10000,0.60
42,Middle_Age,74000,High_Income,MORTGAGE,1,New_Employee,PERSONAL,C,16000,12.73,0,0.22,21.62,N,16,16000,0.60
42,Middle_Age,74000,High_Income,MORTGAGE,7,Mid_Employee,DEBTCONSOLIDATION,A,5300,8.38,0,0.07,7.16,N,12,5300,0.60
40,Adult,74004,High_Income,MORTGAGE,12,Senior_Employee,VENTURE,A,7125,6.62,0,0.1,9.63,N,14,7125,0.60
38,Adult,74237,High_Income,MORTGAGE,4,Junior_Employee,PERSONAL,C,18000,14.35,0,0.24,24.25,Y,15,18000,0.60
40,Adult,60000,Medium_Income,RENT,3,Junior_Employee,HOMEIMPROVEMENT,D,10000,15.95,0,0.17,16.67,N,14,10000,0.60
43,Middle_Age,68400,Medium_Income,MORTGAGE,9,Mid_Employee,VENTURE,C,9600,13.49,1,0.14,14.04,N,16,9600,0.60
50,Middle_Age,74400,High_Income,MORTGAGE,5,Junior_Employee,VENTURE,A,7000,7.49,0,0.09,9.41,N,14,7000,0.60
36,Adult,68400,Medium_Income,MORTGAGE,5,Junior_Employee,EDUCATION,C,7000,13.48,1,0.1,10.23,Y,11,7000,0.60
37,Adult,74400,High_Income,OWN,21,Senior_Employee,VENTURE,A,7500,7.05,0,0.1,10.08,N,11,7500,0.60
46,Middle_Age,74500,High_Income,MORTGAGE,0,New_Employee,VENTURE,C,10500,12.09,0,0.14,14.09,N,13,10500,0.60
46,Middle_Age,60350,Medium_Income,RENT,3,Junior_Employee,PERSONAL,A,10000,8.94,0,0.17,16.57,N,17,10000,0.60
44,Middle_Age,61000,Medium_Income,RENT,7,Mid_Employee,PERSONAL,C,10000,15.96,0,0.16,16.39,N,15,10000,0.60
36,Adult,75000,High_Income,MORTGAGE,9,Mid_Employee,PERSONAL,A,24000,7.51,0,0.32,32.00,N,13,24000,0.60
45,Middle_Age,75000,High_Income,MORTGAGE,7,Mid_Employee,MEDICAL,C,10000,14.27,0,0.13,13.33,N,17,10000,0.60
37,Adult,39000,Medium_Income,RENT,11,Senior_Employee,EDUCATION,C,4000,14.65,1,0.1,10.26,Y,15,4000,0.60
40,Adult,75000,High_Income,MORTGAGE,1,New_Employee,VENTURE,A,10000,6.62,0,0.13,13.33,N,17,10000,0.60
44,Middle_Age,75000,High_Income,MORTGAGE,6,Mid_Employee,EDUCATION,A,6000,8.9,0,0.08,8.00,N,11,6000,0.60
38,Adult,75000,High_Income,MORTGAGE,19,Senior_Employee,VENTURE,A,9100,6.03,0,0.12,12.13,N,13,9100,0.60
42,Middle_Age,62000,Medium_Income,RENT,26,Senior_Employee,VENTURE,A,10000,8.49,0,0.16,16.13,N,14,10000,0.60
45,Middle_Age,62200,Medium_Income,RENT,6,Mid_Employee,DEBTCONSOLIDATION,B,10000,10.39,0,0.16,16.08,N,11,10000,0.60
46,Middle_Age,63000,Medium_Income,RENT,18,Senior_Employee,HOMEIMPROVEMENT,B,10000,10.51,0,0.16,15.87,N,11,10000,0.60
38,Adult,75000,High_Income,MORTGAGE,8,Mid_Employee,HOMEIMPROVEMENT,B,25000,10.59,0,0.33,33.33,N,16,25000,0.60
44,Middle_Age,59000,Medium_Income,RENT,1,New_Employee,EDUCATION,D,10000,15.62,1,0.17,16.95,N,13,10000,0.60
36,Adult,75000,High_Income,MORTGAGE,6,Mid_Employee,MEDICAL,A,10000,6.99,0,0.13,13.33,N,13,10000,0.60
37,Adult,65000,Medium_Income,RENT,2,New_Employee,DEBTCONSOLIDATION,A,10000,5.42,0,0.15,15.38,N,14,10000,0.60
41,Middle_Age,75000,High_Income,MORTGAGE,19,Senior_Employee,EDUCATION,C,5500,12.87,0,0.07,7.33,Y,16,5500,0.60
42,Middle_Age,75000,High_Income,MORTGAGE,2,New_Employee,EDUCATION,B,9600,11.99,0,0.13,12.80,N,11,9600,0.60
36,Adult,66000,Medium_Income,RENT,3,Junior_Employee,EDUCATION,A,10000,6.62,0,0.15,15.15,N,12,10000,0.60
37,Adult,60000,Medium_Income,RENT,1,New_Employee,VENTURE,D,10000,15.99,1,0.17,16.67,Y,14,10000,0.60
43,Middle_Age,60000,Medium_Income,RENT,2,New_Employee,EDUCATION,D,10000,13.24,1,0.17,16.67,Y,15,10000,0.60
36,Adult,66847,Medium_Income,RENT,3,Junior_Employee,PERSONAL,D,10000,16,0,0.15,14.96,Y,14,10000,0.60
44,Middle_Age,67000,Medium_Income,RENT,5,Junior_Employee,MEDICAL,C,10000,13.49,0,0.15,14.93,N,12,10000,0.60
44,Middle_Age,61000,Medium_Income,RENT,7,Mid_Employee,DEBTCONSOLIDATION,D,10000,14.11,1,0.16,16.39,Y,12,10000,0.60
44,Middle_Age,67000,Medium_Income,RENT,3,Junior_Employee,DEBTCONSOLIDATION,C,10000,11.66,0,0.15,14.93,Y,15,10000,0.60
49,Middle_Age,69000,Medium_Income,RENT,11,Senior_Employee,VENTURE,C,10000,13.48,0,0.14,14.49,N,16,10000,0.60
42,Middle_Age,69228,Medium_Income,RENT,3,Junior_Employee,HOMEIMPROVEMENT,A,10000,7.49,0,0.14,14.45,N,13,10000,0.60
36,Adult,64000,Medium_Income,RENT,0,New_Employee,EDUCATION,D,10000,15.28,1,0.16,15.63,Y,12,10000,0.60
40,Adult,75000,High_Income,MORTGAGE,6,Mid_Employee,EDUCATION,C,7500,12.23,0,0.1,10.00,Y,16,7500,0.60
38,Adult,54400,Medium_Income,RENT,5,Junior_Employee,MEDICAL,D,10000,15.33,1,0.16,18.38,Y,15,10000,0.60
41,Middle_Age,70000,Medium_Income,RENT,2,New_Employee,HOMEIMPROVEMENT,A,10000,7.88,0,0.14,14.29,N,13,10000,0.60
46,Middle_Age,70000,Medium_Income,RENT,0,New_Employee,MEDICAL,A,10000,8.59,0,0.14,14.29,N,14,10000,0.60
41,Middle_Age,70800,High_Income,RENT,25,Senior_Employee,VENTURE,B,10000,11.36,0,0.14,14.12,N,12,10000,0.60
41,Middle_Age,71500,High_Income,RENT,4,Junior_Employee,EDUCATION,A,10000,7.14,0,0.14,13.99,N,14,10000,0.60
38,Adult,66000,Medium_Income,RENT,1,New_Employee,PERSONAL,D,10000,15.99,1,0.15,15.15,Y,12,10000,0.60
36,Adult,72000,High_Income,RENT,8,Mid_Employee,PERSONAL,B,10000,11.49,0,0.14,13.89,N,14,10000,0.60
39,Adult,75000,High_Income,MORTGAGE,6,Mid_Employee,DEBTCONSOLIDATION,A,16000,7.88,0,0.21,21.33,N,14,16000,0.60
36,Adult,72500,High_Income,RENT,2,New_Employee,MEDICAL,A,10000,7.9,0,0.14,13.79,N,11,10000,0.60
36,Adult,75000,High_Income,MORTGAGE,2,New_Employee,DEBTCONSOLIDATION,B,14400,10.25,0,0.19,19.20,N,15,14400,0.60
38,Adult,75000,High_Income,MORTGAGE,13,Senior_Employee,VENTURE,B,20000,11.36,0,0.27,26.67,N,11,20000,0.60
36,Adult,75000,High_Income,RENT,5,Junior_Employee,HOMEIMPROVEMENT,B,10000,11.99,0,0.13,13.33,N,12,10000,0.60
41,Middle_Age,58650,Medium_Income,MORTGAGE,15,Senior_Employee,MEDICAL,B,12000,11.14,1,0.17,20.46,N,16,12000,0.60
36,Adult,75000,High_Income,MORTGAGE,9,Mid_Employee,EDUCATION,B,15000,12.18,0,0.2,20.00,N,16,15000,0.60
46,Middle_Age,62047,Medium_Income,RENT,4,Junior_Employee,MEDICAL,A,10000,9.63,1,0.14,16.12,N,13,10000,0.60
47,Middle_Age,75000,High_Income,OTHER,1,New_Employee,DEBTCONSOLIDATION,C,12000,12.84,0,0.16,16.00,N,11,12000,0.60
43,Middle_Age,80000,High_Income,RENT,5,Junior_Employee,HOMEIMPROVEMENT,B,10000,11.49,0,0.13,12.50,N,12,10000,0.60
37,Adult,75000,High_Income,MORTGAGE,0,New_Employee,VENTURE,C,17000,11.78,0,0.23,22.67,N,11,17000,0.60
36,Adult,80000,High_Income,RENT,0,New_Employee,PERSONAL,C,10000,13.61,0,0.13,12.50,N,14,10000,0.60
40,Adult,69000,Medium_Income,MORTGAGE,21,Senior_Employee,DEBTCONSOLIDATION,D,13200,13.24,1,0.19,19.13,Y,14,13200,0.60
37,Adult,75600,High_Income,MORTGAGE,3,Junior_Employee,DEBTCONSOLIDATION,A,28000,7.49,0,0.37,37.04,N,15,28000,0.60
40,Adult,75600,High_Income,MORTGAGE,9,Mid_Employee,VENTURE,A,14000,7.51,0,0.19,18.52,N,14,14000,0.60
38,Adult,75971,High_Income,MORTGAGE,10,Mid_Employee,HOMEIMPROVEMENT,D,18125,14.84,0,0.24,23.86,Y,12,18125,0.60
38,Adult,75996,High_Income,MORTGAGE,12,Senior_Employee,DEBTCONSOLIDATION,A,3500,7.29,0,0.05,4.61,N,13,3500,0.60
40,Adult,75996,High_Income,MORTGAGE,0,New_Employee,MEDICAL,C,3600,12.87,0,0.05,4.74,N,11,3600,0.60
39,Adult,76000,High_Income,MORTGAGE,8,Mid_Employee,HOMEIMPROVEMENT,A,5000,6.03,0,0.07,6.58,N,14,5000,0.60
43,Middle_Age,76000,High_Income,MORTGAGE,4,Junior_Employee,HOMEIMPROVEMENT,D,9150,16.29,0,0.12,12.04,Y,16,9150,0.60
44,Middle_Age,76000,High_Income,MORTGAGE,3,Junior_Employee,HOMEIMPROVEMENT,C,3600,14.79,0,0.05,4.74,Y,12,3600,0.60
37,Adult,85000,High_Income,RENT,3,Junior_Employee,EDUCATION,C,10000,14.27,0,0.12,11.76,N,14,10000,0.60
41,Middle_Age,76000,High_Income,MORTGAGE,17,Senior_Employee,HOMEIMPROVEMENT,A,4800,5.42,0,0.06,6.32,N,16,4800,0.60
38,Adult,76000,High_Income,MORTGAGE,4,Junior_Employee,PERSONAL,A,9000,5.99,0,0.12,11.84,N,12,9000,0.60
38,Adult,85000,High_Income,RENT,9,Mid_Employee,MEDICAL,B,10000,11.12,0,0.12,11.76,N,12,10000,0.60
39,Adult,85000,High_Income,RENT,3,Junior_Employee,PERSONAL,A,10000,9.32,0,0.12,11.76,N,16,10000,0.60
38,Adult,85900,High_Income,RENT,6,Mid_Employee,DEBTCONSOLIDATION,B,10000,12.53,0,0.12,11.64,N,13,10000,0.60
37,Adult,90000,High_Income,RENT,21,Senior_Employee,VENTURE,A,10000,8.94,0,0.11,11.11,N,12,10000,0.60
46,Middle_Age,76800,High_Income,MORTGAGE,0,New_Employee,DEBTCONSOLIDATION,C,13000,15.96,0,0.17,16.93,Y,13,13000,0.60
36,Adult,76800,High_Income,MORTGAGE,18,Senior_Employee,PERSONAL,A,6200,5.99,0,0.08,8.07,N,17,6200,0.60
49,Middle_Age,70872,High_Income,MORTGAGE,4,Junior_Employee,DEBTCONSOLIDATION,D,15000,14.84,1,0.21,21.16,N,11,15000,0.60
36,Adult,92000,High_Income,RENT,5,Junior_Employee,DEBTCONSOLIDATION,B,10000,11.71,0,0.11,10.87,N,16,10000,0.60
43,Middle_Age,77000,High_Income,MORTGAGE,3,Junior_Employee,EDUCATION,A,12000,5.99,0,0.16,15.58,N,16,12000,0.60
36,Adult,77000,High_Income,MORTGAGE,7,Mid_Employee,PERSONAL,A,6000,6.99,0,0.08,7.79,N,12,6000,0.60
41,Middle_Age,95000,High_Income,RENT,3,Junior_Employee,VENTURE,D,10000,16.49,0,0.11,10.53,N,16,10000,0.60
38,Adult,50400,Medium_Income,RENT,5,Junior_Employee,DEBTCONSOLIDATION,B,10100,11.49,0,0.2,20.04,N,16,10100,0.60
36,Adult,77000,High_Income,MORTGAGE,2,New_Employee,EDUCATION,E,10000,16.35,0,0.13,12.99,Y,13,10000,0.60
37,Adult,77000,High_Income,MORTGAGE,2,New_Employee,VENTURE,C,15000,12.29,0,0.19,19.48,N,15,15000,0.60
37,Adult,42000,Medium_Income,RENT,3,Junior_Employee,PERSONAL,C,10200,13.16,0,0.24,24.29,N,14,10200,0.60
48,Middle_Age,55000,Medium_Income,RENT,9,Mid_Employee,MEDICAL,C,10200,13.92,0,0.19,18.55,N,16,10200,0.60
37,Adult,78000,High_Income,RENT,14,Senior_Employee,EDUCATION,C,10200,13.06,0,0.13,13.08,Y,13,10200,0.60
48,Middle_Age,83500,High_Income,RENT,7,Mid_Employee,EDUCATION,A,10200,5.79,0,0.12,12.22,N,14,10200,0.60
38,Adult,77250,High_Income,OWN,4,Junior_Employee,VENTURE,A,3000,8.59,0,0.04,3.88,N,15,3000,0.60
39,Adult,77256,High_Income,MORTGAGE,16,Senior_Employee,HOMEIMPROVEMENT,B,10000,11.86,0,0.13,12.94,N,11,10000,0.60
36,Adult,132000,High_Income,RENT,3,Junior_Employee,HOMEIMPROVEMENT,A,10200,7.51,0,0.08,7.73,N,13,10200,0.60
39,Adult,26000,Low_Income,RENT,11,Senior_Employee,DEBTCONSOLIDATION,A,11000,8.59,1,0.42,42.31,N,12,11000,0.60
47,Middle_Age,77533,High_Income,MORTGAGE,19,Senior_Employee,EDUCATION,B,25000,10.99,0,0.32,32.24,N,14,25000,0.60
42,Middle_Age,36000,Medium_Income,RENT,0,New_Employee,MEDICAL,C,11000,11.97,1,0.31,30.56,Y,16,11000,0.60
39,Adult,60000,Medium_Income,RENT,1,New_Employee,MEDICAL,B,11025,10.59,0,0.18,18.38,N,12,11025,0.60
38,Adult,35000,Medium_Income,RENT,22,Senior_Employee,EDUCATION,A,11100,6.62,1,0.32,31.71,N,14,11100,0.60
42,Middle_Age,78000,High_Income,MORTGAGE,6,Mid_Employee,EDUCATION,B,20000,10.99,0,0.26,25.64,N,11,20000,0.60
38,Adult,78000,High_Income,MORTGAGE,0,New_Employee,HOMEIMPROVEMENT,A,3225,5.79,0,0.04,4.13,N,13,3225,0.60
37,Adult,40000,Medium_Income,OWN,6,Mid_Employee,PERSONAL,B,3000,9.91,0,0.07,7.50,N,15,3000,0.60
38,Adult,78000,High_Income,MORTGAGE,8,Mid_Employee,EDUCATION,A,6250,6.76,0,0.08,8.01,N,16,6250,0.60
36,Adult,78000,High_Income,MORTGAGE,7,Mid_Employee,PERSONAL,A,15000,7.88,0,0.19,19.23,N,16,15000,0.60
36,Adult,62200,Medium_Income,RENT,3,Junior_Employee,HOMEIMPROVEMENT,B,11200,10.59,0,0.18,18.01,N,16,11200,0.60
38,Adult,78000,High_Income,MORTGAGE,19,Senior_Employee,VENTURE,A,4575,7.74,0,0.06,5.87,N,14,4575,0.60
42,Middle_Age,66000,Medium_Income,RENT,9,Mid_Employee,DEBTCONSOLIDATION,A,11200,5.79,0,0.17,16.97,N,12,11200,0.60
39,Adult,78000,High_Income,MORTGAGE,5,Junior_Employee,EDUCATION,C,12000,13.57,0,0.15,15.38,N,11,12000,0.60
37,Adult,78000,High_Income,MORTGAGE,5,Junior_Employee,DEBTCONSOLIDATION,B,12000,9.83,0,0.15,15.38,N,11,12000,0.60
42,Middle_Age,78000,High_Income,MORTGAGE,4,Junior_Employee,MEDICAL,C,8000,10.78,0,0.1,10.26,Y,13,8000,0.60
42,Middle_Age,78456,High_Income,MORTGAGE,5,Junior_Employee,MEDICAL,B,25000,10.36,0,0.32,31.86,N,16,25000,0.60
40,Adult,132000,High_Income,RENT,18,Senior_Employee,DEBTCONSOLIDATION,C,11200,12.68,0,0.08,8.48,N,12,11200,0.60
50,Middle_Age,150000,High_Income,RENT,0,New_Employee,HOMEIMPROVEMENT,B,11200,11.14,0,0.07,7.47,N,11,11200,0.60
36,Adult,40000,Medium_Income,RENT,2,New_Employee,EDUCATION,C,11250,14.27,0,0.28,28.13,N,12,11250,0.60
45,Middle_Age,33600,Medium_Income,RENT,8,Mid_Employee,VENTURE,D,11300,12.17,1,0.34,33.63,N,11,11300,0.60
39,Adult,78840,High_Income,MORTGAGE,18,Senior_Employee,DEBTCONSOLIDATION,B,15000,11.71,0,0.19,19.03,N,13,15000,0.60
42,Middle_Age,60000,Medium_Income,RENT,3,Junior_Employee,PERSONAL,C,11300,13.61,0,0.19,18.83,Y,14,11300,0.60
43,Middle_Age,79000,High_Income,MORTGAGE,3,Junior_Employee,HOMEIMPROVEMENT,B,4000,8.88,0,0.05,5.06,N,12,4000,0.60
36,Adult,79200,High_Income,MORTGAGE,19,Senior_Employee,PERSONAL,A,10000,6.03,0,0.13,12.63,N,14,10000,0.60
47,Middle_Age,79500,High_Income,MORTGAGE,0,New_Employee,EDUCATION,A,16000,7.51,0,0.2,20.13,N,13,16000,0.60
41,Middle_Age,33150,Medium_Income,RENT,5,Junior_Employee,EDUCATION,C,11500,12.98,1,0.35,34.69,N,15,11500,0.60
40,Adult,62540,Medium_Income,MORTGAGE,5,Junior_Employee,MEDICAL,F,7500,19.04,1,0.1,11.99,Y,12,7500,0.60
37,Adult,39600,Medium_Income,RENT,2,New_Employee,PERSONAL,C,11500,13.48,0,0.29,29.04,N,15,11500,0.60
39,Adult,41725,Medium_Income,RENT,4,Junior_Employee,VENTURE,D,11500,14.09,0,0.28,27.56,Y,13,11500,0.60
39,Adult,55600,Medium_Income,RENT,0,New_Employee,HOMEIMPROVEMENT,C,11500,13.22,0,0.21,20.68,N,11,11500,0.60
44,Middle_Age,80000,High_Income,MORTGAGE,14,Senior_Employee,MEDICAL,A,10000,6.03,0,0.13,12.50,N,15,10000,0.60
37,Adult,73000,High_Income,RENT,4,Junior_Employee,DEBTCONSOLIDATION,B,11500,12.21,0,0.16,15.75,N,11,11500,0.60
40,Adult,40000,Medium_Income,OWN,12,Senior_Employee,HOMEIMPROVEMENT,B,13750,8.88,0,0.34,34.38,N,16,13750,0.60
37,Adult,74000,High_Income,MORTGAGE,6,Mid_Employee,PERSONAL,D,10000,16.29,1,0.14,13.51,N,14,10000,0.60
